Date,AAPL,CAT,CVX,DUK,GS,HD,INTC,JNJ,JPM,KO,MCD,MMM,MSFT,NEM,PFE,PG,UNH,VZ,WFC,XOM
2010-01-05,0.0017274398532021369,0.011884818248635697,0.0070584140991989015,-0.016637628577395504,0.017524918815427438,0.007297845632915003,-0.00047873552646785617,-0.011663480275519899,0.019184589608784386,-0.012170241369539318,-0.007675286044016398,-0.006283526635730699,0.000323363430991124,0.0026793988482605776,-0.01436556853794504,0.0003273287841322716,-0.0015875469894828186,0.0018012096487285967,0.027082174620230434,0.0038971401018397718
2010-01-06,-0.016034225379042602,0.0030330156190579794,0.00012552975778469433,0.0035888059863938863,-0.010730965894076733,-0.003468328985365818,-0.0033597057108178023,0.008100710915081941,0.0054794708006885365,-0.000354967704712222,-0.013737898030713491,0.014081979390920743,-0.006155968185000792,0.020981070299251663,-0.003221180164576548,-0.004754641888520997,0.00979953108695577,-0.02917532510972885,0.0014241784940356643,0.008605930449314098
2010-01-07,-0.0018505144281262893,0.00403024126576668,-0.003774497788793767,0.004764495521336548,0.019379697608345906,0.01174421808965444,-0.009661991349043764,-0.00716289233665799,0.01961487205724527,-0.0024885303652460236,0.007296468644352753,0.0007169861251206609,-0.010454010930009626,-0.00647110492542203,-0.0037701806776752104,-0.00543759217673105,0.037658659365853955,-0.0059699116694766005,0.03564279387324629,-0.003147031394228683
2010-01-08,0.006626070932887419,0.011166085778461286,0.0017630353816881425,0.0005936564427010894,-0.01909250290587976,-0.004819355036427895,0.011102762732442777,0.0034323355656389978,-0.0024584971271906495,-0.01868224960910136,-0.000969760139837147,0.007021907681027106,0.0068729556406537965,0.006672374842393821,0.008062303802763121,-0.0013230858092944991,-0.00943534295579432,0.0006297780955102343,-0.009311701451465435,-0.004019908401482411
2010-01-11,-0.008860495232809022,0.06091691091253468,0.017587305644027256,0.010044534383362221,-0.015902046358693488,-0.02870335335698238,0.005744877292269564,0.000155238798793863,-0.003362929931587477,0.02010489843675688,0.007732065434885204,-0.0040403522126591105,-0.012801784647282825,0.0112224465875847,0.007997925065494512,-0.003978986785586502,0.006705029267407719,0.004085806036305396,-0.0020814854791152445,0.01115770270041981
2010-01-12,-0.01143996222898894,-0.029914286954559444,-0.005828344546069753,0.0011749323018151222,-0.022041195563764725,-0.006412696306563819,-0.016362488375286276,0.005280662225229909,-0.02363175908491349,0.010781927522547136,0.005440798102617451,0.0008329819197559649,-0.006629304980423567,-0.03364000953731546,-0.0031910251842549595,0.011396719912104916,-0.026782867931992773,0.0009408024524877445,-0.025317318985356812,-0.004991021734040323
2010-01-13,0.014006919810119792,0.0014451224517784112,-0.0076151746270662485,0.002346553501665025,0.007421204043139692,0.005346715599759246,0.01683988812460902,0.0063307418981120665,0.017324017013070958,0.0026342248656182183,-0.0011179828407511506,-0.0032176026618040616,0.009268400365449847,0.004728714547149676,0.02317064985277673,0.010293504285839942,0.015172554748477668,-0.001254357972755339,0.017649270814842535,-0.004010870722370998
2010-01-14,-0.0058084446260829896,-0.005631802464103147,-0.0031374585363682585,0.0,-0.0031992213162225247,0.006025423123959298,0.024506003082611777,0.0019985729794945737,0.009894088268110949,0.0017519386376745154,0.0009585225475340781,-0.003347751084586812,0.019899712736613187,-0.006792302973734944,0.008811057947531186,0.0009749897386773161,0.023688142509647795,-0.020605904199086367,0.014243929076671066,0.0001437154668099469
2010-01-15,-0.016853153442817317,-0.023669500220987502,-0.00403076276207475,-0.010009349596931519,-0.01989668987349318,0.009495460525564858,-0.0321690515076029,-0.0083293148776067,-0.022859261995424273,-0.014812301422241356,-0.005923951110350189,-0.0015581245774048316,-0.003235289350623139,-0.016869921037477618,0.005659591928379628,-0.012418474312571733,0.012822590149352676,-0.020713175230087897,-0.03189319989151384,-0.008213841675891795
2010-01-19,0.04328748259179048,0.0133830130291551,0.005663309766516801,0.011179930109878045,0.009937587473967955,0.010791916346402043,0.011947531875642584,0.012162266932137499,-0.009199860435506576,0.0023063999784895786,0.01908528334438919,0.020773432251857744,0.0077471650451632415,0.017282533559697992,0.025830940735267652,0.014688973712778908,0.0400749460804626,0.02103340605994876,0.007096947496130666,0.002311944059299172
2010-01-20,-0.015512103556427327,-0.019388713861828357,-0.01938789524875316,-0.00940647803687027,0.0055584619027756995,-0.007647279011003391,0.0014239518051354892,-0.0030646044855591813,0.0027689752016189736,-0.01644088329884291,-0.0074317540708887025,-0.004710146560771845,-0.01653466759502211,-0.042810415025448,-0.0030051332487702246,-0.013636577199700198,-0.016648347641542348,-0.016791078062022863,-0.01639976637884861,-0.018062845576480573
2010-01-21,-0.017437274786902227,-0.049920170707210804,-0.024744657984923726,-0.014876609358904332,-0.04211715316808075,-0.006299979450088404,-0.011450421359374368,-0.018278280279763123,-0.06816990962319479,-0.020570652750358243,0.0030107632933684863,-0.02413209328890849,-0.019142899997752125,-0.04337500164012626,-0.03573596587949056,-0.010142051393751881,-0.04287397258616305,-0.0026083584396036767,0.0064495878321202136,-0.019743986153826883
2010-01-22,-0.050871159732793804,-0.04681362403896147,-0.021879628013651748,-0.007824292796549032,-0.04286484962568866,-0.027047812277641844,-0.045652404872452014,-0.012109984926064762,-0.03463361724949054,-0.0023930067540195855,0.003002098404455151,-0.014861652289972792,-0.035614628534228095,-0.00022479367344526943,-0.014659860806287119,0.007823257157148959,0.0018110692237179485,-0.009512801717190494,-0.026784355606366755,-0.009036128988815176
