date,ticker,actual,predicted,model
2015-01-07,AAPL,0.1250415032657202,0.0216709184567759,ARIMA
2015-01-07,CAT,-0.025947167525679708,0.0,ARIMA
2015-01-07,CVX,0.011779180275792105,-0.0004854048543122256,ARIMA
2015-01-07,DUK,0.029489954246843697,0.011246162557791773,ARIMA
2015-01-07,GS,-0.02058661337667129,-0.0003872247082043912,ARIMA
2015-01-07,HD,0.07663081313907992,0.023040670701221358,ARIMA
2015-01-07,INTC,-0.0315748205772166,0.0,ARIMA
2015-01-07,JNJ,-0.007970840853817994,0.011707231637234146,ARIMA
2015-01-07,JPM,-0.03819040293504479,-0.00025336883337663286,ARIMA
2015-01-07,KO,-0.01590562391816589,0.011810570162418313,ARIMA
2015-01-07,MCD,0.0207782147322205,0.009075201996502542,ARIMA
2015-01-07,MMM,0.0485951616745961,0.012728660124780394,ARIMA
2015-01-07,MSFT,-0.07267637720558322,0.0,ARIMA
2015-01-07,NEM,0.20250761772041148,0.0,ARIMA
2015-01-07,PFE,0.0575430074550429,0.011124218499468326,ARIMA
2015-01-07,PG,-0.025814281668818412,0.0020152689877052862,ARIMA
2015-01-07,UNH,0.09538402576642371,0.024906343781216218,ARIMA
2015-01-07,VZ,0.02904363159959561,0.011384590813025243,ARIMA
2015-01-07,WFC,0.03645117217137671,0.0237011603088618,ARIMA
2015-01-07,XOM,0.027997610203119,-0.0004975007884151555,ARIMA
2015-02-06,AAPL,0.058297513582958926,0.024947652486092205,ARIMA
2015-02-06,CAT,-0.0335840766719158,0.0,ARIMA
2015-02-06,CVX,-0.04050105469043041,0.0005737537989193802,ARIMA
2015-02-06,DUK,-0.1389129875980316,0.012929404403179174,ARIMA
2015-02-06,GS,0.0419786062035757,-0.0003621555344374809,ARIMA
2015-02-06,HD,0.05584744499310138,0.024434529040078878,ARIMA
2015-02-06,INTC,-0.036607830088212195,0.0,ARIMA
2015-02-06,JNJ,-0.0107485824455226,0.010467817537807119,ARIMA
2015-02-06,JPM,0.08002935298840098,-0.00013443495455424772,ARIMA
2015-02-06,KO,-0.009617575704414207,0.020637312513218275,ARIMA
2015-02-06,MCD,0.04375137828147709,0.008604275998078318,ARIMA
2015-02-06,MMM,0.0051191309584795,0.009643543895213647,ARIMA
2015-02-06,MSFT,0.016470202704681493,0.0,ARIMA
2015-02-06,NEM,-0.10169608760090249,0.0,ARIMA
2015-02-06,PFE,0.0310379455088579,0.010903787233976718,ARIMA
2015-02-06,PG,-0.042529372824950194,0.007599720552576413,ARIMA
2015-02-06,UNH,0.05436692307991554,0.014797308997453795,ARIMA
2015-02-06,VZ,0.0077010497072027995,0.01343842069346163,ARIMA
2015-02-06,WFC,0.018460753891317006,0.008650442387658261,ARIMA
2015-02-06,XOM,-0.073663440095044,-0.000566414308149398,ARIMA
2015-03-10,AAPL,-0.012186717742701591,0.024346216170354207,ARIMA
2015-03-10,CAT,-0.004588969376252399,0.0,ARIMA
2015-03-10,CVX,0.025736076303555094,-0.0002242907997337695,ARIMA
2015-03-10,DUK,0.033411034881949894,0.011122281699331462,ARIMA
2015-03-10,GS,0.024338269404161304,-0.00021498775060509856,ARIMA
2015-03-10,HD,0.00807834130215611,0.023521733683493643,ARIMA
2015-03-10,INTC,-0.044048866552781,0.0,ARIMA
2015-03-10,JNJ,-0.0049794549252721,0.01052728308444411,ARIMA
2015-03-10,JPM,-0.0007193747410879029,-0.000772502760344069,ARIMA
2015-03-10,KO,-0.003890216013567196,0.02301563729374852,ARIMA
2015-03-10,MCD,-0.008840662182623001,0.009473422891316294,ARIMA
2015-03-10,MMM,-0.0006011624912322111,0.014151619179354463,ARIMA
2015-03-10,MSFT,-0.0339420388403376,0.0,ARIMA
2015-03-10,NEM,-0.014165260361508098,0.0,ARIMA
2015-03-10,PFE,0.017766606904414096,0.014167585006995484,ARIMA
2015-03-10,PG,-0.0038586320761023075,-0.00022431748981388336,ARIMA
2015-03-10,UNH,0.03157135043803501,0.021620930133262748,ARIMA
2015-03-10,VZ,0.029714200475431697,0.013543940841707559,ARIMA
2015-03-10,WFC,-0.012331452144885199,0.013894901677577847,ARIMA
2015-03-10,XOM,-0.013000735171067396,-0.00010802251858849274,ARIMA
2015-04-09,AAPL,0.0014576432652343993,0.022645157552935773,ARIMA
2015-04-09,CAT,0.0800768367150613,0.0,ARIMA
2015-04-09,CVX,0.008495372412072094,-0.00018986534745721735,ARIMA
2015-04-09,DUK,-0.006358844712854896,0.011259983622429163,ARIMA
2015-04-09,GS,0.024773712413041004,-0.0012538902539631592,ARIMA
2015-04-09,HD,-0.049205405414176805,0.023144321362614018,ARIMA
2015-04-09,INTC,0.0364757517782558,0.0,ARIMA
2015-04-09,JNJ,-0.005004787040470103,0.01017370858409803,ARIMA
2015-04-09,JPM,0.054971850438454706,7.138793950769548e-05,ARIMA
2015-04-09,KO,-0.004657692459082599,0.021028460190658415,ARIMA
2015-04-09,MCD,-0.0007227117365000988,0.008233225255517248,ARIMA
2015-04-09,MMM,-0.0471646327278448,0.013267441425071134,ARIMA
2015-04-09,MSFT,0.11998045954453081,0.0,ARIMA
2015-04-09,NEM,0.1564769132085099,0.0,ARIMA
2015-04-09,PFE,-0.0228385528271656,0.014877237507839786,ARIMA
2015-04-09,PG,-0.023531260343093403,0.006941629107444433,ARIMA
2015-04-09,UNH,-0.02945065471586239,0.020653791206799773,ARIMA
2015-04-09,VZ,0.012138402468613396,0.012952141024152835,ARIMA
2015-04-09,WFC,0.0216416788424878,0.013220845625391097,ARIMA
2015-04-09,XOM,0.04124998605256671,0.0002635517094715242,ARIMA
2015-05-08,AAPL,0.02007489143696929,0.021785140077120995,ARIMA
2015-05-08,CAT,-0.0032449054025249923,0.002517157458291469,ARIMA
2015-05-08,CVX,-0.0588648929328703,0.0001504587613575519,ARIMA
2015-05-08,DUK,-0.0479642072365791,0.010656895794109094,ARIMA
2015-05-08,GS,0.0640391985762355,-0.00019929321544285598,ARIMA
2015-05-08,HD,0.0042975367594486015,0.02100081626363367,ARIMA
2015-05-08,INTC,-0.02959011699679851,0.0,ARIMA
2015-05-08,JNJ,-0.009939551386416404,0.009703370858290601,ARIMA
2015-05-08,JPM,0.036384589967146996,-0.0003815074210562754,ARIMA
2015-05-08,KO,-0.013356570364429901,0.00949110557958706,ARIMA
2015-05-08,MCD,-0.006548157157903002,0.007595749257287022,ARIMA
2015-05-08,MMM,-0.0065139295251928,0.017003638900969946,ARIMA
2015-05-08,MSFT,-0.014512121207480199,0.0,ARIMA
2015-05-08,NEM,0.0007744094995330991,0.0,ARIMA
2015-05-08,PFE,0.011841674574517399,0.014095593915956819,ARIMA
2015-05-08,PG,-0.0315391905183506,0.0,ARIMA
2015-05-08,UNH,0.0185614316649739,0.02359907838749462,ARIMA
2015-05-08,VZ,-0.0471423842670036,0.014302393728345955,ARIMA
2015-05-08,WFC,0.02361936145204431,0.011540188791952538,ARIMA
2015-05-08,XOM,-0.023659274767448203,2.1766726537825112e-05,ARIMA
2015-06-09,AAPL,-0.041784134059936695,0.021899021107980098,ARIMA
2015-06-09,CAT,-0.046083186223890606,-0.001183222346056369,ARIMA
2015-06-09,CVX,-0.07075853434084689,-0.00032761054409138955,ARIMA
2015-06-09,DUK,0.031787273655579,0.010894873167270143,ARIMA
2015-06-09,GS,-0.0276928712442201,0.00041803012742553866,ARIMA
2015-06-09,HD,0.009686329122602895,0.02248536590836247,ARIMA
2015-06-09,INTC,-0.05922757888290829,0.0015618923432729652,ARIMA
2015-06-09,JNJ,-0.0019411397103632991,0.01176570418535863,ARIMA
2015-06-09,JPM,-0.015554131701015404,0.0009804773907497882,ARIMA
2015-06-09,KO,0.0007179756739665952,0.009674614942694195,ARIMA
2015-06-09,MCD,0.005440704535308196,0.008811344377798078,ARIMA
2015-06-09,MMM,-0.025090349423220103,0.014313119563959392,ARIMA
2015-06-09,MSFT,-0.0331248535328229,0.0,ARIMA
2015-06-09,NEM,-0.1365520184388665,0.0,ARIMA
2015-06-09,PFE,-0.0157205220466545,0.0172987378459071,ARIMA
