,0
2015-01-07,0.012791287437093925
2015-02-06,0.003290409640248834
2015-03-10,-5.059921973230033e-05
2015-04-09,-0.007167469305968817
2015-05-08,-0.004871007578633711
2015-06-09,-0.009391290938776544
2015-07-09,-0.05856080790025847
2015-08-07,-0.07874639358174976
2015-09-08,0.04335676006813937
2015-10-07,0.0664196190074953
2015-11-05,-0.0008460093168899293
2015-12-07,-0.047465112665518464
2016-01-07,-0.029818036874590212
2016-02-08,0.049744014916238345
2016-03-09,0.04681745423997049
2016-04-08,-0.009524897521598888
2016-05-09,0.026059109565229582
2016-06-08,0.019657218848680397
2016-07-08,0.042389258008937884
2016-08-08,-0.01336033279835493
2016-09-07,-0.062114350517172415
2016-10-06,-0.04763242913023748
2016-11-04,-0.004094494467461364
2016-12-06,0.04267495980074601
2017-01-06,-0.029804887887974564
2017-02-07,0.015277279997106645
2017-03-09,-0.010548593072097675
2017-04-07,0.0031715337615150583
2017-05-09,0.009543048297905848
2017-06-08,-0.020898011644169434
2017-07-10,0.014815648786911466
2017-08-08,0.01526510907391508
2017-09-07,0.035714815464799314
2017-10-06,0.032152533064171145
2017-11-06,0.02964569189619835
2017-12-06,0.03568354374680724
2018-01-08,-0.050085004467200905
2018-02-07,0.015502616661439459
2018-03-09,-0.00509091605836063
2018-04-10,0.02592199698323034
2018-05-09,0.02438687046863859
2018-06-08,0.00484938673150979
2018-07-10,0.01289148147139194
2018-08-08,-0.005872502532137925
2018-09-07,0.01478406584425463
2018-10-08,0.0029208245855453945
2018-11-06,0.004913064316840127
2018-12-07,-0.025055631003770767
2019-01-09,0.03327282394423011
2019-02-08,0.02932599632881194
2019-03-12,0.03341050513390787
2019-04-10,-0.01679284937426076
2019-05-10,0.01648798560600014
2019-06-11,0.027236086801136983
2019-07-11,-0.014979916534952835
2019-08-09,0.014844941923903033
2019-09-10,-0.021775008198833552
2019-10-09,0.029135017136882158
2019-11-07,0.006116627251176808
2019-12-09,0.03691232332269226
2020-01-09,0.03593852946622709
2020-02-10,-0.06698073962480543
2020-03-11,-0.021776331254366395
2020-04-09,0.055173007422192534
2020-05-11,0.10145120269461763
2020-06-10,-0.04742718037725208
2020-07-10,0.10141744527126281
2020-08-10,-0.02110969855583567
2020-09-09,0.03876353458175383
2020-10-08,0.04418581920613057
2020-11-06,0.10068079226892483
2020-12-08,0.022010412819185643
2021-01-08,0.01168975267203831
2021-02-09,-0.0063719136815944145
2021-03-11,0.04245783707130168
2021-04-12,0.06813106409435245
2021-05-11,0.0034231005649943903
2021-06-10,-0.01797267084392215
2021-07-12,0.008265717189932676
2021-08-10,-0.0027674430432948986
2021-09-09,0.009090746723662462
2021-10-08,0.0737660349333534
2021-11-08,0.011806102428451084
2021-12-08,0.008219884062974515
2022-01-07,-0.023144143181138003
2022-02-08,-0.04320368907251587
2022-03-10,0.07880438073128138
2022-04-08,-0.04897069376802315
2022-05-10,0.03604066449105003
2022-06-09,-0.05399419252884809
2022-07-12,0.024057503264098844
2022-08-10,-0.017657610211524385
2022-09-09,-0.057224711326924436
2022-10-10,0.09156682979852174
2022-11-08,0.02382214304582735
2022-12-08,0.04002200796662288
2023-01-10,0.012158169128369712
2023-02-09,-0.05910156761013231
2023-03-13,0.0651953102506875
2023-04-12,0.004294486537528531
2023-05-11,0.02787669356629035
2023-06-12,0.01556383698489096
2023-07-13,0.012094346558514883
2023-08-11,0.008173119688324224
2023-09-12,-0.03134989510704118
2023-10-11,0.020495953939582607
2023-11-09,0.06620835324460152
2023-12-11,0.057823475617874924
2024-01-11,-0.03112348961342015
2024-02-12,0.047105770836554865
2024-03-13,0.00220159146671235
2024-04-12,0.021070972462262524
2024-05-13,-0.02368045626334413
2024-06-12,0.043334184827954036
2024-07-15,-0.013472875253296638
2024-08-13,0.01363610152477167
2024-09-12,0.0568074734004825
2024-10-11,0.003088527317506208
2024-11-11,0.0021565403869731213
