date,ticker,actual,predicted,model
2015-01-07,AAPL,0.125041646166979,0.021670913503947974,Historical
2015-01-07,CAT,-0.025946879099088212,0.008451139084822526,Historical
2015-01-07,CVX,0.011779178949709297,0.008007810590873616,Historical
2015-01-07,DUK,0.029490031826945498,0.012423156680001173,Historical
2015-01-07,GS,-0.0205863049663057,0.0021272431341137275,Historical
2015-01-07,HD,0.076630820355848,0.02304067231918164,Historical
2015-01-07,INTC,-0.03157495924769259,0.011570318526157187,Historical
2015-01-07,JNJ,-0.0079713449154331,0.010533456366107705,Historical
2015-01-07,JPM,-0.0381904029350449,0.0072442023035429685,Historical
2015-01-07,KO,-0.015905173917189493,0.009050233006555834,Historical
2015-01-07,MCD,0.020778105770102803,0.009100631063475001,Historical
2015-01-07,MMM,0.04859469249683819,0.01285641341112941,Historical
2015-01-07,MSFT,-0.0726767915085803,0.008669619589165655,Historical
2015-01-07,NEM,0.2025077763916831,-0.012851755244056871,Historical
2015-01-07,PFE,0.057543114911055515,0.01158154768367821,Historical
2015-01-07,PG,-0.0258134621867843,0.008994085504382477,Historical
2015-01-07,UNH,0.0953836912177865,0.020254158660627273,Historical
2015-01-07,VZ,0.029043267108055697,0.011008012604936003,Historical
2015-01-07,WFC,0.0364506877151073,0.01253597660094635,Historical
2015-01-07,XOM,0.027997750122027106,0.006524418119266728,Historical
2015-02-06,AAPL,0.05829710106434181,0.024947654867779726,Historical
2015-02-06,CAT,-0.0335836474018825,0.009442991339121241,Historical
2015-02-06,CVX,-0.040501166607212195,0.009485380445271379,Historical
2015-02-06,DUK,-0.1389125409095517,0.013241957729959446,Historical
2015-02-06,GS,0.0419785055759458,0.003384878765290811,Historical
2015-02-06,HD,0.05584753560659059,0.02443452752985403,Historical
2015-02-06,INTC,-0.036607827376544,0.011897760270839124,Historical
2015-02-06,JNJ,-0.010748483497823,0.01067337863301749,Historical
2015-02-06,JPM,0.0800294363255235,0.007634399053556416,Historical
2015-02-06,KO,-0.009617898589393598,0.009431582605963485,Historical
2015-02-06,MCD,0.04375178689300668,0.008813985600185257,Historical
2015-02-06,MMM,0.005119600136237801,0.013974309250329426,Historical
2015-02-06,MSFT,0.016470207871046603,0.008756971100368953,Historical
2015-02-06,NEM,-0.10169618601787972,-0.00856460730528491,Historical
2015-02-06,PFE,0.031037669028998204,0.012659134946540071,Historical
2015-02-06,PG,-0.0425298531816501,0.00803253642498127,Historical
2015-02-06,UNH,0.05436701999418329,0.020923576511079896,Historical
2015-02-06,VZ,0.007700768633918796,0.01343841276392411,Historical
2015-02-06,WFC,0.0184611385999929,0.012621634455978208,Historical
2015-02-06,XOM,-0.07366345021631719,0.007617268308751689,Historical
2015-03-10,AAPL,-0.012186516356138793,0.0243462128870013,Historical
2015-03-10,CAT,-0.00458934317694671,0.007153185420371703,Historical
2015-03-10,CVX,0.0257360763035551,0.008405292489476673,Historical
2015-03-10,DUK,0.0334111810236157,0.010864707150744708,Historical
2015-03-10,GS,0.024338173615600096,0.0030244984228190003,Historical
2015-03-10,HD,0.008078256299942202,0.023521723432952096,Historical
2015-03-10,INTC,-0.044048941990344204,0.010373148155592146,Historical
2015-03-10,JNJ,-0.0049795586825913995,0.010260151188122141,Historical
2015-03-10,JPM,-0.0007197082695326014,0.007957085887210053,Historical
2015-03-10,KO,-0.0038906087449469984,0.009322990217828907,Historical
2015-03-10,MCD,-0.008841070794152101,0.00980045422690704,Historical
2015-03-10,MMM,-0.0006012403350183058,0.013759413453141965,Historical
2015-03-10,MSFT,-0.0339417277369495,0.008977019303674392,Historical
2015-03-10,NEM,-0.01416570238777429,-0.012205224649640255,Historical
2015-03-10,PFE,0.017766887960581797,0.014229410863651829,Historical
2015-03-10,PG,-0.003858694775100203,0.007049314045004418,Historical
2015-03-10,UNH,0.03157151132270189,0.021620924964965815,Historical
2015-03-10,VZ,0.029714413337652797,0.013543936157152816,Historical
2015-03-10,WFC,-0.012331165376562401,0.01234160477475117,Historical
2015-03-10,XOM,-0.013000809229357906,0.00631373449833082,Historical
2015-04-09,AAPL,0.0014577114960305964,0.02264515752199537,Historical
2015-04-09,CAT,0.0800770770605891,0.005453183389323134,Historical
2015-04-09,CVX,0.0084954850327324,0.008049926401187676,Historical
2015-04-09,DUK,-0.006359229686546502,0.011330672294025193,Historical
2015-04-09,GS,0.024773717219220403,0.0028694242734151683,Historical
